,Country,Year,No_TB,Per_TBwithHIV,Per_TBwithHIV_tested,Per_TBwithHIV_CPT,Per_TBwithHIV_ART,Per_new_RRorMDR_TBres,No_RRorMDR_TBres,Per_success_treat_oldTBcases,Per_success_treat_newTBcases,Prevalence_female_smoking,Prevalence_male_smoking,Alcohol_consumption_liters_per_cap,Diabetes_mortality_rate,Hospital_density,Healthposts_density,Heathcentres_density,Per_cleanwater_access,Per_sanitation_access,Life_expectancy,Per_urban_pop_2010,Per_childbelow5_underweight,Pop,Pop_under_15,Pop_over_60
2909,MHL,1990,,,,,,,,,,,,,,,,,92,64.6,63,,,47,36.73,5.54
2910,MHL,1991,,,,,,,,,,,,,,,,,,,,,,48,36.63,5.58
2911,MHL,1992,,,,,,,,,,,,,,,,,,,,,,49,36.61,5.61
2912,MHL,1993,,,,,,,,,,,,,,,,,,,,,,50,36.6,5.65
2913,MHL,1994,,,,,,,,,,,,,,,,,,,,,,51,36.51,5.68
2914,MHL,1995,,,,,,,,,25,,,,,,,,,,,,,51,36.28,5.71
2915,MHL,1996,,,,,,,,,,,,,,,,,,,,,,51,35.89,5.74
2916,MHL,1997,,,,,,,,,,,,,,,,,,,,,,52,35.38,5.76
2917,MHL,1998,,,,,,,,100,83,,,,,,,,,,,,,52,34.8,5.8
2918,MHL,1999,,,,,,,,,82,,,,,,,,,,,,,52,34.25,5.84
2919,MHL,2000,,,,,,,,,91,,,,,,,,93.1,70.1,66,,,52,33.78,5.9
2920,MHL,2001,,,,,,,,,86,,,,,,,,,,,,,52,33.41,5.98
2921,MHL,2002,,,,,,,,,100,,,,,,,,,,,,,52,33.12,6.07
2922,MHL,2003,60,,,,,,,75,90,,,,,,,,,,,,,52,32.88,6.19
2923,MHL,2004,120,22,,,,,,88,89,,,,,,,,,,,,,52,32.66,6.35
2924,MHL,2005,112,77,0,,,,2,70,62,,,,,,,,,,,,,52,32.42,6.55
2925,MHL,2006,148,70,0,,,84,2,38,63,,,,,,,,,,,,,52,32.17,6.79
2926,MHL,2007,163,60,0,,,88,1,75,85,,,,,,,,,,,,,52,31.9,7.08
2927,MHL,2008,127,100,0,,,,,50,88,,,,,,,,,,,,,52,31.62,7.4
2928,MHL,2009,143,69,2,0,100,69,1,88,81,,,,,,,,,,,,,52,31.3,7.75
2929,MHL,2010,201,68,0,,,96,1,50,84,,,,,,1.85,96.23,,,,71.3,,52,30.94,8.11
2930,MHL,2011,151,91,0.73,0,100,100,1,100,83,,,,,,,,,,,,,52,30.53,8.47
2931,MHL,2012,147,60,0,,,,3,100,86,,,,,,,,,,70,,,53,30.1,8.84
2932,MHL,2013,153,75,0.88,0,100,,1,0,89,,,,,3.8,1.9,98.8,,,70,,,53,29.6,9.2
2933,MHL,2014,153,62,0,,,,0,,,,,,,,,,,,,,,,,
2934,MHL,2015,,,,,,,,,,,,,,,,,94.6,76.9,,,,,,
2935,MRT,1990,,,,,,,,,,,,,,,,,29.1,15.6,58,,,2024,44.59,4.97
2936,MRT,1991,,,,,,,,,,,,,,,,,,,,,,2081,44.48,4.98
2937,MRT,1992,,,,,,,,,,,,,,,,,,,,,,2141,44.36,4.99
2938,MRT,1993,,,,,,,,,,,,,,,,,,,,,,2203,44.21,4.99
2939,MRT,1994,,,,,,,,,,,,,,,,,,,,,,2267,44.05,4.99
2940,MRT,1995,,,,,,,,,,,,,,,,,,,,,,2334,43.87,4.99
2941,MRT,1996,,,,,,,,,,,,,,,,,,,,,,2404,43.68,4.98
2942,MRT,1997,,,,,,,,,,,,,,,,,,,,,,2476,43.48,4.97
2943,MRT,1998,,,,,,,,,,,,,,,,,,,,,,2550,43.27,4.96
2944,MRT,1999,,,,,,,,,,,,,,,,,,,,,,2628,43.04,4.95
2945,MRT,2000,,,,,,,,,,5.7,23.9,,40,,,,42,23.7,60,,,2708,42.8,4.93
2946,MRT,2001,,,,,,,,,,,,,,,,,,,,,,2791,42.55,4.92
2947,MRT,2002,,,,,,,,,,,,,,,,,,,,,,2877,42.29,4.9
2948,MRT,2003,,,,,,,,51,58,,,,,,,,,,,,,2966,42.04,4.89
2949,MRT,2004,3326,,,,,,,4,22,,,,,,,,,,,,,3055,41.79,4.88
2950,MRT,2005,2218,0.45,0,,,12,11,,55,4.9,29.2,,,,,,,,,,,3146,41.55,4.87
2951,MRT,2006,2766,,,,,4.1,7,33,41,,,,,,,,,,,,,3238,41.33,4.86
2952,MRT,2007,3025,2.1,100,100,86,0,14,55,66,,,,,,,,,,,,23.2,3330,41.12,4.86
2953,MRT,2008,2726,1.9,100,100,100,,6,58,68,,,,,,,,,,,,15.9,3423,40.93,4.86
2954,MRT,2009,2664,11,9.6,,,,,62,60,,,,,,,,,,,,,3516,40.74,4.87
2955,MRT,2010,2489,24,15,,61,,35,59,70,4.2,35.8,,,,13.09,4.28,,,,56.7,,3609,40.56,4.88
2956,MRT,2011,1820,0.66,100,,100,0.3,8,53,70,,,,,,,,,,,,24.4,3703,40.38,4.91
2957,MRT,2012,2636,,,,,0.09,1,71,68,4,38.9,,40,,,,,,63,,19.5,3796,40.22,4.94
2958,MRT,2013,2223,0,,,,,,71,71,,,,,1.03,11.65,3.8,,,63,,,3890,40,5
2959,MRT,2014,2438,,,,,0.59,8,,,,,,,,,,,,,,,,,
2960,MRT,2015,,,,,,,,,,3.7,44,,,,,,57.9,40,,,,,,
2961,MRT,2020,,,,,,,,,,3.2,54.3,,,,,,,,,,,,,
2962,MRT,2025,,,,,,,,,,2.8,64.9,,,,,,,,,,,,,
2963,MUS,1990,,,,,,,,,,,,,,,,,99.2,91.1,70,,,1056,28.99,7.2
2964,MUS,1991,,,,,,,,,,,,,,,,,,,,,,1068,28.59,7.33
2965,MUS,1992,,,,,,,,,,,,,,,,,,,,,,1083,28.28,7.46
2966,MUS,1993,,,,,,,,,,,,,,,,,,,,,,1098,28.02,7.59
2967,MUS,1994,,,,,,,,,,,,,,,,,,,,,,1114,27.77,7.74
2968,MUS,1995,,,,,,,,,,,,,,,,,,,,,,1129,27.48,7.91
2969,MUS,1996,,,,,,,,,,,,,,,,,,,,,,1142,27.16,8.11
2970,MUS,1997,,,,,,,,,,,,,,,,,,,,,,1155,26.81,8.33
2971,MUS,1998,,,,,,,,75,91,,,,,,,,,,,,,1166,26.44,8.55
2972,MUS,1999,,,,,,,,67,87,,,,,,,,,,,,,1176,26.08,8.76
2973,MUS,2000,,,,,,,,0,93,4.8,46.6,,161.8,,,,99.2,91.4,72,,,1185,25.76,8.93
2974,MUS,2001,,,,,,,,50,93,,,,,,,,,,,,,1193,25.46,9.06
2975,MUS,2002,,,,,,,,50,92,,,,,,,,,,,,,1199,25.2,9.16
2976,MUS,2003,139,83,2.6,67,67,,,50,87,,,,,,,,,,,,,1204,24.91,9.27
2977,MUS,2004,139,84,1.7,100,100,,,83,89,,,,,,,,,,,,,1209,24.58,9.44
2978,MUS,2005,127,91,1.7,100,50,,0,80,86,4.2,44.1,,,,,,,,,,,1213,24.15,9.71
2979,MUS,2006,115,87,5,80,80,100,2,100,93,,,,,,,,,,,,,1217,23.63,10.1
2980,MUS,2007,108,96,6.7,100,86,100,0,50,85,,,,,,,,,,,,,1220,23.03,10.58
2981,MUS,2008,108,94,9.9,50,50,100,1,50,88,,,,,,,,,,,,,1223,22.38,11.12
2982,MUS,2009,116,95,6.4,100,71,100,2,60,89,,,,,,,,,,,,,1227,21.74,11.68
2983,MUS,2010,123,95,6.8,100,75,100,2,86,91,3.7,42,,,,8.47,0.15,,,,40.6,,1231,21.16,12.22
2984,MUS,2011,116,93,7.4,100,62,100,1,80,90,,,,,,,,,,,,,1235,20.64,12.74
2985,MUS,2012,130,96,8,100,90,100,0,100,91,3.5,41.3,,171,,,,,,74,,,1240,20.17,13.23
2986,MUS,2013,130,96,18,100,100,100,1,,88,,,,,0.96,8.84,0.16,,,74,,,1244,19.7,13.7
2987,MUS,2014,127,96,12,100,100,100,1,,,,,,,,,,,,,,,,,
2988,MUS,2015,,,,,,,,,,3.3,40.1,,,,,,99.9,93.1,,,,,,
2989,MUS,2020,,,,,,,,,,2.9,38.6,,,,,,,,,,,,,
2990,MUS,2025,,,,,,,,,,2.6,37.2,,,,,,,,,,,,,
2991,MEX,1990,,,,,,,,,,,,,,,,,82.3,66.2,71,,,86077,38.48,6.4
2992,MEX,1991,,,,,,,,,,,,,,,,,,,,,,87890,37.86,6.45
2993,MEX,1992,,,,,,,,,,,,,,,,,,,,,,89758,37.3,6.5
2994,MEX,1993,,,,,,,,,,,,,,,,,,,,,,91654,36.79,6.53
2995,MEX,1994,,,,,,,,,,,,,,,,,,,,,,93542,36.33,6.57
2996,MEX,1995,,,,,,,,,75,,,,,,,,,,,,,95393,35.89,6.62
2997,MEX,1996,,,,,,,,,54,,,,,,,,,,,,,97202,35.49,6.68
2998,MEX,1997,,,,,,,,60,70,,,,,,,,,,,,,98969,35.12,6.75
2999,MEX,1998,,,,,,,,,75,,,,,,,,,,,,,101000,34.75,6.83
3000,MEX,1999,,,,,,,,37,78,,,,,,,,,,,,,102000,34.43,6.93
3001,MEX,2000,,,,,,,,37,76,13.3,36.6,,78.9,,,,88.6,74.7,75,,,104000,34.07,7.04
3002,MEX,2001,,,,,,,,55,,,,,,,,,,,,,,105000,33.75,7.18
3003,MEX,2002,,,,,,,,58,83,,,,,,,,,,,,,107000,33.4,7.34
3004,MEX,2003,19865,19,11,,100,,,33,82,,,,,,,,,,,,,108000,33.02,7.5
3005,MEX,2004,18404,,,,,,,61,81,,,,,,,,,,,,,109000,32.66,7.67
3006,MEX,2005,19932,6.9,16,,,2.1,394,55,74,10.5,30.2,,,,,,,,,,,111000,32.28,7.83
3007,MEX,2006,18710,5.6,52,,,4,123,59,77,,,,,,,,,,,,3.4,112000,31.87,7.97
3008,MEX,2007,19385,14,33,78,17,,77,66,80,,,,,,,,,,,,,114000,31.45,8.11
3009,MEX,2008,19406,35,8.4,100,38,0,121,62,81,,,,,,,,,,,,,115000,30.99,8.25
3010,MEX,2009,19773,30,16,100,23,0.09,11,61,83,,,,,,,,,,,,,116000,30.54,8.42
3011,MEX,2010,20699,43,18,100,26,0.16,160,63,82,8.4,25.1,,,,110.08,,,,,77.8,,118000,30.04,8.63
3012,MEX,2011,20528,56,13,70,25,0.09,151,61,82,,,,,,,,,,,,,119000,29.53,8.88
3013,MEX,2012,21348,71,8.1,70,24,0.11,128,52,80,7.6,23.3,,90.5,,,,,,76,,,121000,29.02,9.18
3014,MEX,2013,21306,77,7.5,70,42,0.25,163,55,80,,,,,3.51,102.07,,,,75,,,122332,28.5,9.5
3015,MEX,2014,21881,85,6.9,70,59,0.32,201,,,,,,,,,,,,,,,,,
3016,MEX,2015,,,,,,,,,,6.6,20.8,,,,,,96.1,85.2,,,,,,
3017,MEX,2020,,,,,,,,,,5.3,17.3,,,,,,,,,,,,,
3018,MEX,2025,,,,,,,,,,4.3,14.5,,,,,,,,,,,,,
3019,FSM,1990,,,,,,,,,,,,,,,,,91,19.4,66,,,96,44.11,5.32
3020,FSM,1991,,,,,,,,,,,,,,,,,,,,,,99,44.02,5.39
3021,FSM,1992,,,,,,,,,,,,,,,,,,,,,,101,44,5.48
3022,FSM,1993,,,,,,,,,,,,,,,,,,,,,,104,43.97,5.58
3023,FSM,1994,,,,,,,,,,,,,,,,,,,,,,106,43.84,5.64
3024,FSM,1995,,,,,,,,100,80,,,,,,,,,,,,,108,43.54,5.65
3025,FSM,1996,,,,,,,,,79,,,,,,,,,,,,,108,43.05,5.6
3026,FSM,1997,,,,,,,,,,,,,,,,,,,,,,109,42.39,5.5
3027,FSM,1998,,,,,,,,,,,,,,,,,,,,,,108,41.64,5.38
3028,FSM,1999,,,,,,,,100,95,,,,,,,,,,,,,108,40.92,5.27
3029,FSM,2000,,,,,,,,85,93,,,,,,,,90.1,33.6,67,,,107,40.32,5.21
3030,FSM,2001,,,,,,,,75,100,,,,,,,,,,,,,107,39.87,5.21
3031,FSM,2002,,,,,,,,0,91,,,,,,,,,,,,,107,39.54,5.26
3032,FSM,2003,109,7.3,,,,,,50,92,,,,,,,,,,,,,107,39.29,5.35
3033,FSM,2004,137,5.8,,,,,,,80,,,,,,,,,,,,,107,39.06,5.44
3034,FSM,2005,112,6.2,,,,,1,100,83,,,,,,,,,,,,,106,38.8,5.54
3035,FSM,2006,113,16,0,,,39,4,50,90,,,,,,,,,,,,,106,38.49,5.63
3036,FSM,2007,145,30,0,,,,1,25,63,,,,,,,,,,,,,105,38.16,5.73
3037,FSM,2008,166,39,0,,,,4,60,52,,,,,,,,,,,,,105,37.79,5.84
3038,FSM,2009,155,46,0,,,79,4,19,81,,,,,,,,,,,,,104,37.37,5.98
3039,FSM,2010,174,49,0,,,70,1,30,88,,,,,,22.75,0,,,,,,104,36.9,6.17
3040,FSM,2011,150,97,0,,,98,1,100,93,,,,,,,,,,,,,103,36.38,6.4
3041,FSM,2012,146,100,0,,,8.6,4,,,,,,,,,,,,69,,,103,35.81,6.67
3042,FSM,2013,,,,,,,,20,91,,,,,4.83,117.82,0,,,69,,,104,35.2,7
3043,FSM,2014,189,62,0,,,,1,,,,,,,,,,,,,,,,,
3044,FSM,2015,,,,,,,,,,,,,,,,,89,57.1,,,,,,
3045,MCO,1990,,,,,,,,,,,,,,,,,100,100,78,,,29,19.84,19.18
3046,MCO,1991,,,,,,,,,,,,,,,,,,,,,,30,19.75,19.38
3047,MCO,1992,,,,,,,,,,,,,,,,,,,,,,30,19.73,19.58
3048,MCO,1993,,,,,,,,,,,,,,,,,,,,,,30,19.74,19.79
3049,MCO,1994,,,,,,,,,,,,,,,,,,,,,,30,19.74,19.98
3050,MCO,1995,,,,,,,,,,,,,,,,,,,,,,31,19.69,20.14
3051,MCO,1996,,,,,,,,,,,,,,,,,,,,,,31,19.59,20.26
3052,MCO,1997,,,,,,,,,,,,,,,,,,,,,,31,19.44,20.37
3053,MCO,1998,,,,,,,,,,,,,,,,,,,,,,32,19.26,20.45
3054,MCO,1999,,,,,,,,,,,,,,,,,,,,,,32,19.09,20.51
3055,MCO,2000,,,,,,,,,,,,,,,,,100,100,80,,,32,18.94,20.55
3056,MCO,2001,,,,,,,,,,,,,,,,,,,,,,32,18.82,20.56
3057,MCO,2002,,,,,,,,,,,,,,,,,,,,,,33,18.71,20.55
3058,MCO,2003,,,,,,,,,,,,,,,,,,,,,,33,18.63,20.57
3059,MCO,2004,,,,,,,,,,,,,,,,,,,,,,33,18.56,20.67
3060,MCO,2005,,,,,,,,,,,,,,,,,,,,,,34,18.5,20.86
3061,MCO,2006,,,,,,,,,,,,,,,,,,,,,,34,18.46,21.18
3062,MCO,2007,,,,,,,,,,,,,,,,,,,,,,35,18.43,21.6
3063,MCO,2008,,,,,,,,,,,,,,,,,,,,,,36,18.41,22.08
3064,MCO,2009,,,,,,,,,,,,,,,,,,,,,,36,18.38,22.58
3065,MCO,2010,1,,,,,,,,,,,,,,,,,,,100,,37,18.35,23.03
3066,MCO,2011,,,,,,,,,,,,,,,,,,,,,,37,18.31,23.45
3067,MCO,2012,,,,,,,,,,,,,,,,,,,82,,,38,18.26,23.82
3068,MCO,2013,,,,,,,,,,,,,,10.57,,,,,82,,,38,18.2,24.2
3069,MCO,2015,,,,,,,,,,,,,,,,,100,100,,,,,,
3070,MNG,1990,,,,,,,,,,,,,,,,,53.4,,61,,,2184,40.47,6.25
3071,MNG,1991,,,,,,,,,,,,,,,,,,,,,,2218,40.16,6.18
3072,MNG,1992,,,,,,,,,,,,,,,,,,,,,,2244,39.86,6.1
3073,MNG,1993,,,,,,,,,,,,,,,,,,,,,,2263,39.52,6.01
3074,MNG,1994,,,,,,,,,,,,,,,,,,,,,,2281,39.12,5.92
3075,MNG,1995,,,,,,,,61,74,,,,,,,,,,,,,2298,38.62,5.85
3076,MNG,1996,,,,,,,,61,78,,,,,,,,,,,,,2317,38.05,5.78
3077,MNG,1997,,,,,,,,78,74,,,,,,,,,,,,,2336,37.4,5.72
3078,MNG,1998,,,,,,,,77,84,,,,,,,,,,,,,2356,36.66,5.67
3079,MNG,1999,,,,,,,,81,86,,,,,,,,,,,,,2376,35.78,5.64
3080,MNG,2000,,,,,,,,71,87,9,56.9,,7.6,,,,56.3,48.2,63,,,2397,34.77,5.61
3081,MNG,2001,,,,,,,,72,87,,,,,,,,,,,,,2420,33.61,5.6
3082,MNG,2002,,,,,,,,69,87,,,,,,,,,,,,,2443,32.35,5.61
3083,MNG,2003,4007,13,,,,,,72,87,,,,,,,,,,,,,2469,31.07,5.62
3084,MNG,2004,4628,21,,,,,,70,91,,,,,,,,,,,,4.8,2496,29.9,5.63
3085,MNG,2005,4726,,100,100,100,0,0,73,91,7.5,53.6,,,,,,,,,,5.3,2527,28.93,5.63
3086,MNG,2006,5216,,100,100,100,2.3,98,72,91,,,,,,,,,,,,,2559,28.18,5.63
3087,MNG,2007,4970,29,0.21,33,33,0.48,123,76,93,,,,,,,,,,,,,2595,27.64,5.62
3088,MNG,2008,4767,27,0.09,100,100,4.1,115,73,92,,,,,,,,,,,,,2633,27.27,5.62
3089,MNG,2009,4787,83,0,,,6.7,171,73,92,,,,,,,,,,,,,2672,27.06,5.63
3090,MNG,2010,4801,89,0.09,100,100,2.2,191,80,91,6.3,50.3,,,,42.27,16.84,,,,67.6,4.7,2713,26.95,5.66
3091,MNG,2011,4533,80,0.09,100,100,9.1,193,74,90,,,,,,,,,,,,,2754,26.95,5.72
3092,MNG,2012,4453,78,0.12,50,75,11,218,77,88,5.8,49.3,,6.8,,,,,,67,,,2796,27.05,5.8
3093,MNG,2013,4733,77,0.14,40,20,58,267,79,89,,,,,2.5,41.03,16.34,,,68,,1.6,2839,27.2,5.9
3094,MNG,2014,4771,73,0.23,75,75,58,318,,,,,,,,,,,,,,,,,
3095,MNG,2015,,,,,,,,,,5.3,47.7,,,,,,64.4,59.7,,,,,,
3096,MNG,2020,,,,,,,,,,4.5,45.4,,,,,,,,,,,,,
3097,MNG,2025,,,,,,,,,,3.8,43.5,,,,,,,,,,,,,
3098,MNE,1990,,,,,,,,,,,,,,,,,,,76,,,615,26,12.38
3099,MNE,1991,,,,,,,,,,,,,,,,,,,,,,616,25.63,12.71
3100,MNE,1992,,,,,,,,,,,,,,,,,,,,,,617,25.13,13.04
3101,MNE,1993,,,,,,,,,,,,,,,,,,,,,,616,24.55,13.39
3102,MNE,1994,,,,,,,,,,,,,,,,,,,,,,616,23.95,13.79
3103,MNE,1995,,,,,,,,,,,,,,,,,,,,,,615,23.4,14.26
3104,MNE,1996,,,,,,,,,,,,,,,,,,,,,,614,22.9,14.8
3105,MNE,1997,,,,,,,,,,,,,,,,,,,,,,613,22.44,15.41
3106,MNE,1998,,,,,,,,,,,,,,,,,,,,,,612,22.03,16.01
3107,MNE,1999,,,,,,,,,,,,,,,,,,,,,,611,21.66,16.5
3108,MNE,2000,,,,,,,,,,,,,17.4,,,,97.1,89.2,75,,,611,21.32,16.81
3109,MNE,2001,,,,,,,,,,,,,,,,,,,,,,612,21.01,16.92
3110,MNE,2002,,,,,,,,,,,,,,,,,,,,,,612,20.74,16.85
3111,MNE,2003,,,,,,,,,,,,,,,,,,,,,,613,20.5,16.69
3112,MNE,2004,,,,,,,,,,,,,,,,,,,,,,615,20.3,16.55
3113,MNE,2005,170,4.7,0,,,88,7,20,26,,,,,,,,,,,,,616,20.13,16.51
3114,MNE,2006,171,9.9,5.9,0,100,89,2,32,44,,,,,,,,,,,,,617,19.99,16.6
3115,MNE,2007,159,20,0,,,100,2,57,78,,,,,,,,,,,,,618,19.87,16.8
3116,MNE,2008,133,55,0,,,,0,80,83,,,,,,,,,,,,,619,19.76,17.08
3117,MNE,2009,120,76,0,,,,2,73,85,,,,,,,,,,,,,619,19.63,17.42
3118,MNE,2010,114,74,1.2,0,100,100,0,86,87,,,,,,2.85,,,,,63.1,,620,19.47,17.78
3119,MNE,2011,112,82,0,,,100,2,83,86,,,,,,,,,,,,,621,19.26,18.16
3120,MNE,2012,107,77,0,,,98,1,,84,,,,12.1,,,,,,76,,,621,19.01,18.58
3121,MNE,2013,120,82,2,0,100,100,0,0,87,,,,,2.09,15.93,2.9,,,76,,1,621,18.8,19
3122,MNE,2014,113,83,0,,,100,2,,,,,,,,,,,,,,,,,
3123,MNE,2015,,,,,,,,,,,,,,,,,99.7,95.9,,,,,,
3124,MAR,1990,,,,,,,,,,,,,,,,,72.6,52.4,64,,,24675,40.47,5.82
3125,MAR,1991,,,,,,,,,,,,,,,,,,,,,,25128,40.01,5.96
3126,MAR,1992,,,,,,,,,,,,,,,,,,,,,,25570,39.55,6.09
3127,MAR,1993,,,,,,,,,,,,,,,,,,,,,,26000,39.05,6.22
3128,MAR,1994,,,,,,,,,,,,,,,,,,,,,,26421,38.49,6.33
3129,MAR,1995,,,,,,,,76,90,,,,,,,,,,,,,26833,37.86,6.44
3130,MAR,1996,,,,,,,,72,88,,,,,,,,,,,,,27237,37.16,6.53
3131,MAR,1997,,,,,,,,72,89,,,,,,,,,,,,,27632,36.39,6.62
3132,MAR,1998,,,,,,,,83,88,,,,,,,,,,,,,28014,35.6,6.69
3133,MAR,1999,,,,,,,,,88,,,,,,,,,,,,,28374,34.81,6.76
3134,MAR,2000,,,,,,,,,89,4,33.1,,111.5,,,,78.3,64,68,,,28710,34.05,6.82
3135,MAR,2001,,,,,,,,72,,,,,,,,,,,,,,29021,33.35,6.87
3136,MAR,2002,,,,,,,,74,89,,,,,,,,,,,,,29311,32.68,6.92
3137,MAR,2003,26789,,,,,,,70,86,,,,,,,,,,,,,29587,32.04,6.95
3138,MAR,2004,25909,,,,,,,,86,,,,,,,,,,,,,29856,31.42,6.99
3139,MAR,2005,26269,,,,,1.4,180,72,83,2.8,36.4,,,,,,,,,,,30125,30.79,7.01
3140,MAR,2006,26099,,,,,,,72,88,,,,,,,,,,,,,30395,30.15,7.03
3141,MAR,2007,25562,0,,,,0.43,59,73,88,,,,,,,,,,,,,30667,29.53,7.05
3142,MAR,2008,27119,4.6,1.7,,,1.2,143,73,88,,,,,,,,,,,,,30955,28.95,7.08
3143,MAR,2009,27664,3.4,11,23,45,,,69,87,,,,,,,,,,,,,31277,28.47,7.15
3144,MAR,2010,28788,0.75,7.9,100,100,0.38,65,64,88,1.9,40.6,,,,,,,,,57.7,,31642,28.12,7.25
3145,MAR,2011,29770,6.2,2.2,100,68,0.5,48,66,81,,,,,,,,,,,,,32059,27.92,7.41
3146,MAR,2012,29399,20,6.1,100,100,0.85,80,50,89,1.7,42.5,,115.7,,,,,,71,,,32521,27.85,7.61
3147,MAR,2013,29896,32,0.82,100,100,0.73,108,66,89,,,,,,,,,,71,,,33008,27.9,7.8
3148,MAR,2014,30724,47,2.4,100,100,3.4,115,,,,,,,,,,,,,,,,,
3149,MAR,2015,,,,,,,,,,1.4,45.4,,,,,,85.4,76.7,,,,,,
3150,MAR,2020,,,,,,,,,,1,51.3,,,,,,,,,,,,,
3151,MAR,2025,,,,,,,,,,0.7,57,,,,,,,,,,,,,
3152,MOZ,1990,,,,,,,,,,,,,,,,,35.1,10.3,43,,,13568,46.55,5.21
3153,MOZ,1991,,,,,,,,,,,,,,,,,,,,,,13894,46.26,5.19
3154,MOZ,1992,,,,,,,,,,,,,,,,,,,,,,14350,45.73,5.14
3155,MOZ,1993,,,,,,,,,,,,,,,,,,,,,,14893,45.09,5.08
3156,MOZ,1994,,,,,,,,,,,,,,,,,,,,,,15453,44.51,5.03
3157,MOZ,1995,,,,,,,,,39,,,,,,,,,,,,,15982,44.09,5
3158,MOZ,1996,,,,,,,,70,55,,,,,,,,,,,,,16463,43.83,4.98
3159,MOZ,1997,,,,,,,,64,65,,,,,,,,,,,,,16915,43.69,4.97
3160,MOZ,1998,,,,,,,,,,,,,,,,,,,,,,17351,43.66,4.97
3161,MOZ,1999,,,,,,,,71,71,,,,,,,,,,,,,17798,43.7,4.97
3162,MOZ,2000,,,,,,,,71,75,7.6,42.7,,37.8,,,,41.1,14.1,47,,,18276,43.8,4.97
3163,MOZ,2001,,,,,,,,68,78,,,,,,,,,,,,,18786,43.95,4.97
3164,MOZ,2002,,,,,,,,67,78,,,,,,,,,,,,,19320,44.15,4.96
3165,MOZ,2003,29107,,,,,,,68,76,,,,,,,,,,,,21.2,19873,44.37,4.96
3166,MOZ,2004,31672,,,,,,,,77,,,,,,,,,,,,,20439,44.58,4.95
3167,MOZ,2005,33718,,,,,0.63,115,70,79,6.9,38.5,,,,,,,,,,,21010,44.78,4.95
3168,MOZ,2006,35632,24,70,17,46,0.33,129,65,83,,,,,,,,,,,,,21587,44.95,4.95
3169,MOZ,2007,38044,70,47,93,33,0.31,163,70,79,,,,,,,,,,,,,22171,45.09,4.95
3170,MOZ,2008,39735,81,60,92,30,0.39,181,65,84,,,,,,,,,,,,18.3,22763,45.2,4.96
3171,MOZ,2009,45529,84,66,89,22,0.37,161,,85,,,,,,,,,,,,,23361,45.29,4.96
3172,MOZ,2010,46174,88,61,97,25,0.39,175,,85,6.4,34.8,,,,,,,,,31,,23967,45.34,4.97
3173,MOZ,2011,47452,91,62,91,29,1.1,303,,,,,,,,,,,,,,15.6,24581,45.38,4.99
3174,MOZ,2012,50827,94,58,98,55,0.98,292,0,87,6.2,33.4,,33.5,,,,,,53,,,25203,45.38,5.01
3175,MOZ,2013,56220,95,54,97,72,2.7,444,,88,,,,,,,,,,54,,,25834,45.3,5
3176,MOZ,2014,58270,96,52,94,81,3.6,544,,,,,,,,,,,,,,,,,
3177,MOZ,2015,,,,,,,,,,5.9,31.4,,,,,,51.1,20.5,,,,,,
3178,MOZ,2020,,,,,,,,,,5.5,28.8,,,,,,,,,,,,,
3179,MOZ,2025,,,,,,,,,,5.2,26.4,,,,,,,,,,,,,
3180,MMR,1990,,,,,,,,,,,,,,,,,58.5,,59,,,42123,37.67,6.65
3181,MMR,1991,,,,,,,,,,,,,,,,,,,,,,42782,37.1,6.71
3182,MMR,1992,,,,,,,,,,,,,,,,,,,,,,43422,36.5,6.77
3183,MMR,1993,,,,,,,,,,,,,,,,,,,,,,44053,35.86,6.81
3184,MMR,1994,,,,,,,,,,,,,,,,,,,,,,44686,35.18,6.86
3185,MMR,1995,,,,,,,,64,67,,,,,,,,,,,,,45330,34.46,6.89
3186,MMR,1996,,,,,,,,78,79,,,,,,,,,,,,,45992,33.71,6.92
3187,MMR,1997,,,,,,,,74,82,,,,,,,,,,,,,46664,32.93,6.95
3188,MMR,1998,,,,,,,,76,82,,,,,,,,,,,,,47321,32.15,6.97
3189,MMR,1999,,,,,,,,71,81,,,,,,,,,,,,,47926,31.42,6.99
3190,MMR,2000,,,,,,,,74,82,15.8,56.6,,36.4,,,,66.6,61.9,62,,,48453,30.74,7.02
3191,MMR,2001,,,,,,,,74,81,,,,,,,,,,,,,48894,30.12,7.05
3192,MMR,2002,,,,,,,,75,81,,,,,,,,,,,,,49261,29.56,7.1
3193,MMR,2003,78195,,,,,,,70,81,,,,,,,,,,,,29.6,49577,29.04,7.15
3194,MMR,2004,99431,,,,,,,74,82,,,,,,,,,,,,,49875,28.56,7.2
3195,MMR,2005,107991,2,29,50,31,,,71,83,11.6,46.4,,,,,,,,,,,50181,28.09,7.25
3196,MMR,2006,126445,2.1,210,12,5.1,,666,70,83,,,,,,,,,,,,,50500,27.66,7.31
3197,MMR,2007,133547,2.1,190,15,12,,600,53,84,,,,,,,,,,,,,50829,27.24,7.36
3198,MMR,2008,128738,3.3,98,26,28,,508,73,84,,,,,,,,,,,,,51174,26.85,7.44
3199,MMR,2009,133502,3.1,24,97,67,,815,73,84,,,,,,,,,,,,,51540,26.46,7.55
3200,MMR,2010,137403,3.2,22,100,94,,192,73,88,8.6,38.3,,,,4.21,1.06,,,,31.4,,51931,26.07,7.7
